"","축제명","축제시작일자","축제종료일자","주소","LON","LAT","gigan","bigo","mm","yy","day_week"
"1","제13회 영동포도축제",2017-08-24,2017-08-27,"충청북도",36.1642048,127.7819752,4,"50일미만",8,2017,"목"
"5","제22회 과천축제",2018-09-13,2018-09-16,"경기도",37.4279091,126.9895045,4,"50일미만",9,2018,"목"
"6","제11회 마포나루새우젓축제",2018-10-19,2018-10-21,"서울특별시",37.5642503,126.901951,3,"50일미만",10,2018,"금"
"7","함창명주페스티벌",2018-09-07,2018-09-09,"경상북도",36.576525,128.160039,3,"50일미만",9,2018,"금"
"8","상주 이야기축제",2018-10-12,2018-10-14,"경상북도",36.410959,128.158961,3,"50일미만",10,2018,"금"
"9","정의공주와 함께 하는 도봉 한글잔치",2015-10-09,2015-10-09,"서울특별시",37.66667,127.03375,1,"1일",10,2015,"금"
"10","정월대보름 큰잔치",2015-03-05,2015-03-05,"서울특별시",37.6707774,127.0483768,1,"1일",3,2015,"목"
"11","도봉서원 춘·추향제",2015-04-28,2015-10-22,"서울특별시",37.6853826,127.0325089,178,"50일이상",4,2015,"화"
"12","도봉산 산사축제",2015-10-02,2015-10-03,"서울특별시",37.6864694,127.033968,2,"50일미만",10,2015,"금"
"13","도봉구민 건강축제",2015-10-16,2015-10-17,"서울특별시",37.6686287,127.0470496,2,"50일미만",10,2015,"금"
"14","도봉 과학축전",2015-10-23,2015-10-28,"서울특별시",37.6686287,127.0470496,6,"50일미만",10,2015,"금"
"15","도봉구 등축제",2015-09-11,2015-09-30,"서울특별시",37.6617028,127.0382005,20,"50일미만",9,2015,"금"
"16","정의공주와 함께 하는 도봉 한글잔치",2015-10-09,2015-10-09,"서울특별시",37.66667,127.03375,1,"1일",10,2015,"금"
"17","정월대보름 큰잔치",2015-03-05,2015-03-05,"서울특별시",37.6707774,127.0483768,1,"1일",3,2015,"목"
"18","도봉서원 춘·추향제",2015-04-28,2015-10-22,"서울특별시",37.6853826,127.0325089,178,"50일이상",4,2015,"화"
"19","도봉산 산사축제",2015-10-02,2015-10-03,"서울특별시",37.6864694,127.033968,2,"50일미만",10,2015,"금"
"20","도봉구민 건강축제",2015-10-16,2015-10-17,"서울특별시",37.6686287,127.0470496,2,"50일미만",10,2015,"금"
"21","도봉 과학축전",2015-10-23,2015-10-28,"서울특별시",37.6686287,127.0470496,6,"50일미만",10,2015,"금"
"22","도봉구 등축제",2015-09-11,2015-09-30,"서울특별시",37.6617028,127.0382005,20,"50일미만",9,2015,"금"
"23","청원생명축제",2018-10-05,2018-10-14,"충청북도",36.7330755,127.407385,10,"50일미만",10,2018,"금"
"24","세종대왕과 초정약수 축제",2018-05-25,2018-05-27,"충청북도",36.721607,127.601269,3,"50일미만",5,2018,"금"
"25","홍길동축제",2017-04-22,2017-04-30,"전라남도",35.320062,126.727118,9,"50일미만",4,2017,"토"
"26","백양단풍축제",2017-10-27,2017-10-29,"전라남도",35.440252,126.883232,3,"50일미만",10,2017,"금"
"27","고로쇠축제",2017-03-18,2017-03-19,"전라남도",35.440252,126.883232,2,"50일미만",3,2017,"토"
"28","산소축제",2017-09-16,2017-09-17,"전라남도",35.372009,126.746613,2,"50일미만",9,2017,"토"
"29","단감축제",2017-11-04,2017-11-04,"전라남도",35.252498,126.771304,1,"1일",11,2017,"토"
"30","장성가을 노란꽃잔치",2017-10-13,2017-10-29,"전라남도",35.182511,126.463925,17,"50일미만",10,2017,"금"
"31","2020 예천세계곤충엑스포",2020-05-01,2020-05-17,"경상북도",36.658337,128.463487,17,"50일미만",5,2020,"금"
"32","부여서동연꽃축제",2018-07-06,2018-07-15,"충청남도",36.27145891,126.9136908,10,"50일미만",7,2018,"금"
"33","백제문화제",2018-09-14,2018-09-22,"충청남도",36.27902473,126.9128811,9,"50일미만",9,2018,"금"
"34","달맞이축제",2019-02-19,2019-02-19,"경상북도",37.48430421,130.9056438,1,"1일",2,2019,"화"
"35","울릉해변가요제",2019-08-02,2019-08-03,"경상북도",37.48430421,130.9056438,2,"50일미만",8,2019,"금"
"36","오징어축제",2019-08-05,2019-08-07,"경상북도",37.48430421,130.9056438,3,"50일미만",8,2019,"월"
"38","제37회 고성군민의 날 및 수성문화제",2019-09-23,2019-09-25,"강원도",38.375898,128.4649304,3,"50일미만",9,2019,"월"
"39","제21회 고성통일명태축제",2019-10-17,2019-10-20,"강원도",38.43974397,128.4541653,4,"50일미만",10,2019,"목"
"40","욕지 섬 문화축제",2019-10-11,2019-10-12,"경상남도",34.63336365,128.2650885,2,"50일미만",10,2019,"금"
"41","사량도 옥녀봉 축제",2019-10-25,2019-10-26,"경상남도",34.84549681,128.2197953,2,"50일미만",10,2019,"금"
"45","울산대공원 장미축제",2019-05-22,2019-05-26,"울산광역시",35.530972,129.2939697,5,"50일미만",5,2019,"수"
"46","울산고래축제",2019-06-07,2019-06-09,"울산광역시",35.50439928,129.387293,3,"50일미만",6,2019,"금"
"47","처용문화제",2019-10-18,2019-10-20,"울산광역시",35.54289852,129.327076,3,"50일미만",10,2019,"금"
"49","정서진 해넘이 축제",2018-12-31,2018-12-31,"인천광역시",37.55843765,126.6074637,1,"1일",12,2018,"월"
"50","2019 정읍벚꽃축제",2019-03-30,2019-04-07,"전라북도",35.561248,126.8557305,9,"50일미만",3,2019,"토"
"51","정읍드론페스티벌",2019-05-04,2019-05-05,"전라북도",35.5255969,126.8961462,2,"50일미만",5,2019,"토"
"52","내장산캠핑대회",2019-05-17,2019-05-19,"전라북도",35.5255969,126.8961462,3,"50일미만",5,2019,"금"
"53","제14회 정읍 평생학습축제 및 제6회 주민자치 프로그램 발표회",2019-10-19,2019-10-20,"전라북도",35.57039929,126.8489005,2,"50일미만",10,2019,"토"
"54","제30회 정읍사문화제",2019-09-28,2019-09-29,"전라북도",35.55073015,126.8615763,2,"50일미만",9,2019,"토"
"55","제14회 정읍 구절초꽃축제",2019-10-05,2019-10-20,"전라북도",35.55427272,127.0188952,16,"50일미만",10,2019,"토"
"56","제52회 황토현동학농민혁명기념제",2019-05-11,2019-05-12,"전라북도",35.63130705,126.8313917,2,"50일미만",5,2019,"토"
"57","의정부가족문화대축제",2019-05-04,2019-05-04,"경기도",37.738089,127.0338356,1,"1일",5,2019,"토"
"58","2019 하하페스티벌",2019-05-26,2019-05-26,"경기도",37.737579,127.036375,1,"1일",5,2019,"일"
"59","제9회 의정부시장기대축전 개회식",2019-03-31,2019-03-31,"경기도",37.76001299,127.0279671,1,"1일",3,2019,"일"
"60","2019년 한마음 건강걷기대회",2019-04-13,2019-04-13,"경기도",37.726824,127.052208,1,"1일",4,2019,"토"
"61","제7회 어울림 등반대회",2019-04-27,2019-04-27,"경기도",37.739235,127.032021,1,"1일",4,2019,"토"
"62","제26회 의정부시 단오제 씨름왕 선발대회",2019-05-25,2019-05-25,"경기도",37.7396594,127.035815,1,"1일",5,2019,"토"
"63","제6회 의정부시장배 장애인생활체육대회",2019-09-19,2019-09-19,"경기도",37.76001299,127.0279671,1,"1일",9,2019,"목"
"64","스타와 함께하는 농구 자선경기",2019-09-29,2019-09-29,"경기도",37.76001299,127.0279671,1,"1일",9,2019,"일"
"65","제13회 전국 어울림 마라톤대회",2019-10-05,2019-10-05,"경기도",37.74379518,127.0923061,1,"1일",10,2019,"토"
"66","안중근정신 찾기 자전거 대행진",2019-10-26,2019-10-26,"경기도",37.73769519,127.0474449,1,"1일",10,2019,"토"
"67","2019 의정부과학축제",2019-05-25,2019-05-25,"경기도",37.74473004,127.069134,1,"1일",5,2019,"토"
"68","천상병예술제",2019-04-20,2019-04-28,"경기도",37.73338595,127.0341284,9,"50일미만",4,2019,"토"
"69","의정부음악극축제",2019-05-10,2019-05-19,"경기도",37.73338595,127.0341284,10,"50일미만",5,2019,"금"
"70","의정부 국제가야금축제",2019-10-04,2019-10-05,"경기도",37.73338595,127.0341284,2,"50일미만",10,2019,"금"
"71","블랙뮤직페스티벌",2019-08-29,2019-08-31,"경기도",37.73338595,127.0341284,3,"50일미만",8,2019,"목"
"72","의정부 국제가야금축제",2019-09-01,2019-10-31,"경기도",37.73338595,127.0341284,61,"50일이상",9,2019,"일"
"74","제10회의성봉양자두홍보및체험행사",2019-07-13,2019-07-13,"경상북도",36.30337648,128.5824608,1,"1일",7,2019,"토"
"75","제1회의성슈퍼푸드마늘축제",2019-10-04,2019-10-06,"경상북도",36.35137471,128.6768191,3,"50일미만",10,2019,"금"
"76","백마권역겨울놀이축제",2019-01-04,2019-01-20,"충청북도",36.83880878,127.6510421,17,"50일미만",1,2019,"금"
"77","연풍조령제 및 자전거문화축제",2018-10-12,2018-10-13,"충청북도",36.76687438,128.0002915,2,"50일미만",10,2018,"금"
"79","괴산고추축제",2019-08-29,2019-09-01,"충청북도",36.81574779,127.7875348,4,"50일미만",8,2019,"목"
"80","청천환경문화축제",2018-08-04,2018-08-04,"충청북도",36.65503541,127.7454853,1,"1일",8,2018,"토"
"81","괴산올갱이축제",2018-08-17,2018-08-19,"충청북도",36.78303875,127.8487774,3,"50일미만",8,2018,"금"
"82","감물감자축제",2019-06-22,2019-06-22,"충청북도",36.83949451,127.8710463,1,"1일",6,2019,"토"
"83","문광은행나무마을축제",2018-10-20,2018-10-20,"충청북도",36.77352068,127.7424552,1,"1일",10,2018,"토"
"84","제15회 구리한강 유채꽃 축제",2015-05-08,2015-05-10,"경기도",37.342841,127.081044,3,"50일미만",5,2015,"금"
"85","제15회 구리 코스모스 축제",2015-10-09,2015-10-11,"경기도",37.342841,127.081044,3,"50일미만",10,2015,"금"
"86","제16회 구리한강 유채꽃 축제",2016-05-13,2016-05-15,"경기도",37.342841,127.081044,3,"50일미만",5,2016,"금"
"87","제16회 구리 코스모스 축제",2016-09-23,2016-09-25,"경기도",37.342841,127.081044,3,"50일미만",9,2016,"금"
"88","제17회 구리 유채꽃 축제",2017-05-12,2017-05-14,"경기도",37.342841,127.081044,3,"50일미만",5,2017,"금"
"89","제17회 구리 코스모스 축제",2017-09-22,2017-09-24,"경기도",37.342841,127.081044,3,"50일미만",9,2017,"금"
"90","제18회 구리 유채꽃 축제",2018-05-04,2018-05-06,"경기도",38.342841,128.081044,3,"50일미만",5,2018,"금"
"91","제18회 구리 코스모스 축제",2018-10-05,2018-10-07,"경기도",38.342841,128.081044,3,"50일미만",10,2018,"금"
"92","제19회 구리 유채꽃 축제",2019-05-10,2019-05-12,"경기도",38.342841,128.081044,3,"50일미만",5,2019,"금"
"93","제19회 구리 코스모스 축제",2019-09-27,2019-09-29,"경기도",38.342841,128.081044,3,"50일미만",9,2019,"금"
"94","청풍호벚꽃축제",2019-04-06,2019-04-08,"충청북도",37.148685,128.216854,3,"50일미만",4,2019,"토"
"95","제천국제음악영화제",2019-08-08,2019-08-13,"충청북도",37.148685,128.216854,6,"50일미만",8,2019,"목"
"96","제천의병제",2019-10-11,2019-10-12,"충청북도",37.148685,128.216854,2,"50일미만",10,2019,"금"
"97","겨울왕국 제천페스티벌",2019-12-21,2020-01-27,"충청북도",37.148685,128.216854,38,"50일미만",12,2019,"토"
"98","김천국제가족연극제",2019-07-19,2019-07-28,"경상북도",36.125843,128.081077,10,"50일미만",7,2019,"금"
"99","김천예술제",2019-10-10,2019-10-20,"경상북도",36.118896,128.12205,11,"50일미만",10,2019,"목"
"100","정월대보름달맞이축제",2019-02-22,2019-02-22,"경상북도",36.118748,128.1221092,1,"1일",2,2019,"금"
"101","김천자두포도축제",2019-07-18,2019-07-21,"경상북도",36.144924,128.088088,4,"50일미만",7,2019,"목"
"102","제27회 용문산 영목제",2019-10-12,2019-10-12,"경기도",37.5461701,127.5821614,1,"1일",10,2019,"토"
"103","계양산국악제",2019-04-27,2019-04-28,"인천광역시",37.54504438,126.7289968,2,"50일미만",4,2019,"토"
"104","옥정호 꽃걸음 빛바람 축제",2019-04-27,2019-04-28,"전라북도",35.63203851,127.1526815,2,"50일미만",4,2019,"토"
"105","의견문화제",2019-05-04,2019-05-06,"전라북도",35.54520247,127.3326779,3,"50일미만",5,2019,"토"
"106","섬진강다슬기축제",2019-07-20,2019-07-21,"전라북도",35.52099481,127.1471835,2,"50일미만",7,2019,"토"
"107","필봉마을굿축제",2019-08-15,2019-08-18,"전라북도",35.53639442,127.1544452,4,"50일미만",8,2019,"목"
"108","사선문화제",2019-09-20,2019-09-22,"전라북도",35.6723571,127.2746245,3,"50일미만",9,2019,"금"
"109","임실N치즈축제",2019-10-03,2019-10-06,"전라북도",35.63310329,127.3012599,4,"50일미만",10,2019,"목"
"110","산타축제",2019-12-21,2019-12-25,"전라북도",35.63310329,127.3012599,5,"50일미만",12,2019,"토"
"111","강감찬축제",2019-10-18,2019-10-19,"서울특별시",37.47820977,126.9515032,2,"50일미만",10,2019,"금"
"112","한성백제문화제",2019-09-27,2019-09-29,"서울특별시",37.52034114,127.1155184,3,"50일미만",9,2019,"금"
"113","석촌호수벚꽃축제",2019-04-05,2019-04-12,"서울특별시",37.5066934,127.0989034,8,"50일미만",4,2019,"금"
"114","진주남강유등축제",2019-10-01,2019-10-13,"경상남도",35.18725548,128.0855326,13,"50일미만",10,2019,"화"
"115","개천예술제",2019-10-03,2019-10-10,"경상남도",35.18727536,128.0917424,8,"50일미만",10,2019,"목"
"116","코리아드라마페스티벌",2019-10-01,2019-10-13,"경상남도",35.18734031,128.0711471,13,"50일미만",10,2019,"화"
"117","진주수상뮤직페스티벌",2019-08-02,2019-08-04,"부산광역시",35.17205967,129.1284343,3,"50일미만",8,2019,"금"
"118","진주논개제",2019-05-24,2019-05-26,"경상남도",35.19079391,128.0776702,3,"50일미만",5,2019,"금"
"120","능허대문화제",2019-12-13,2019-12-14,"인천광역시",37.43088646,126.7018224,2,"50일미만",12,2019,"금"
"122","동작구 도서관 축제",2019-10-21,2019-10-21,"서울특별시",37.51272028,126.9333201,1,"1일",10,2019,"월"
"125","서울장미축제",2019-05-17,2019-06-02,"중랑구",37.6148099,127.073526,17,"50일미만",5,2019,"금"
"126","용마폭포 문화예술축제",2019-10-12,2019-10-13,"서울특별시",37.573335,127.089125,2,"50일미만",10,2019,"토"
"127","중랑 해맞이행사",2020-01-01,2020-01-01,"용마산",37.562325,127.102032,1,"1일",1,2020,"수"
"128","밀양아리랑대축제",2017-05-18,2017-05-21,"경상남도",35.4915418,128.7551172,4,"50일미만",5,2017,"목"
"129","제4회 칠곡 세계 인형음악극 축제",2015-08-27,2015-08-30,"경상북도",35.99199957,128.4173003,4,"50일미만",8,2015,"목"
"131","제5회 칠곡 세계 인형음악극 축제",2016-08-26,2016-08-29,"경상북도",35.99199957,128.4173003,4,"50일미만",8,2016,"금"
"133","제6회 칠곡 세계 인형음악극 축제",2017-08-24,2017-08-27,"경상북도",35.99199957,128.4173003,4,"50일미만",8,2017,"목"
"135","제7회 칠곡 세계 인형음악극 축제",2018-08-23,2018-08-26,"경상북도",35.99199957,128.4173003,4,"50일미만",8,2018,"목"
"138","제8회 세계인형음악극축제",2019-08-22,2019-08-25,"경상북도",35.99199957,128.4173003,4,"50일미만",8,2019,"목"
"139","모란축제추진위원회",2019-10-01,2019-10-31,"경기도",37.4320045,127.1315674,31,"50일미만",10,2019,"화"
"140","은행골한마음잔치",2019-05-01,2019-05-31,"경기도",37.4609942,127.170801,31,"50일미만",5,2019,"수"
"141","중원한마당축제",2019-09-01,2019-09-30,"경기도",37.4487779,127.1681499,30,"50일미만",9,2019,"일"
"142","분당구민 한마음 축제",2019-10-01,2019-10-31,"경기도",37.3778859,127.1246764,31,"50일미만",10,2019,"화"
"143","청계산철쭉축제",2019-04-27,2019-04-27,"경기도",37.42989648,127.0716316,1,"1일",4,2019,"토"
"144","수정숯골축제",2019-10-01,2019-10-31,"경기도",37.4462664,127.1445135,31,"50일미만",10,2019,"화"
"145","벌터산 축제",2019-04-01,2019-04-30,"경기도",37.4358321,127.1254889,30,"50일미만",4,2019,"월"
"146","구로G페스티벌",2019-09-27,2019-09-29,"서울특별시",37.501473,126.872383,3,"50일미만",9,2019,"금"
"147","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>",2019-12-13,2019-12-13,"경기도",37.31629272,127.1081614,1,"1일",12,2019,"금"
"148","할미성 대동제",2020-10-15,2020-10-15,"경기도",37.24086706,127.1779688,1,"1일",10,2020,"목"
"149","포은문화제",2020-10-11,2020-10-13,"경기도",37.24086706,127.1779688,3,"50일미만",10,2020,"일"
"150","신안튤립축제",2019-04-12,2019-04-21,"전라남도",35.10291103,126.0725098,10,"50일미만",4,2019,"금"
"152","수선화축제",2019-03-01,2019-03-12,"전라남도",34.9899521,126.2587574,12,"50일미만",3,2019,"금"
"153","간재미 축제",2019-04-26,2019-04-27,"전라남도",34.70361517,125.9534187,2,"50일미만",4,2019,"금"
"156","섬 병어 축제",2019-06-14,2019-06-15,"전라남도",34.83364292,126.351408,2,"50일미만",6,2019,"금"
"158","증도 송어 축제",2019-06-15,2019-06-16,"전라남도",35.00283443,126.1396378,2,"50일미만",6,2019,"토"
"172","보령머드축제",2019-07-19,2019-07-28,"충청남도",36.3155199,126.5108563,10,"50일미만",7,2019,"금"
"173","무창포신비의바닷길축제",2019-08-30,2019-09-01,"충청남도",36.2424253,126.5350884,3,"50일미만",8,2019,"금"
"175","해미벚꽃축제",2019-04-03,2019-04-14,"충청남도",36.71355717,126.5503842,12,"50일미만",4,2019,"수"
"176","지곡왕산포서산갯마을축제",2019-06-08,2019-06-09,"충청남도",36.88040156,126.3845472,2,"50일미만",6,2019,"토"
"177","류방택 별 축제",2019-05-18,2019-05-18,"충청남도",36.7861429,126.4486172,1,"1일",5,2019,"토"
"178","팔봉산감자축제",2019-06-22,2019-06-23,"충청남도",36.81761837,126.3662446,2,"50일미만",6,2019,"토"
"179","서산6쪽마늘축제",2019-07-01,2019-07-01,"충청남도",36.71355717,126.5503842,1,"1일",7,2019,"월"
"180","삼길포우럭축제",2019-07-26,2019-07-28,"충청남도",37.0010156,126.4515766,3,"50일미만",7,2019,"금"
"181","서산뻘낙지먹물축제",2019-09-01,2019-09-01,"충청남도",36.88040156,126.3845472,1,"1일",9,2019,"일"
"182","서산어리굴젓축제",2019-10-01,2019-10-01,"충청남도",36.60375494,126.4110016,1,"1일",10,2019,"화"
"183","서산해미읍성축제",2019-10-11,2019-10-13,"충청남도",36.71355717,126.5503842,3,"50일미만",10,2019,"금"
"184","서산국화축제",2019-11-01,2019-11-10,"충청남도",36.6693265,126.536271,10,"50일미만",11,2019,"금"
"185","논산딸기축제",2019-03-20,2019-03-24,"충청남도",36.20922889,127.0819869,5,"50일미만",3,2019,"수"
"186","강경젓갈축제",2019-10-16,2019-10-20,"충청남도",36.15755616,127.0098062,5,"50일미만",10,2019,"수"
"189","왜목해돋이축제",2019-12-31,2020-01-01,"충청남도",36.88973998,126.6459689,2,"50일미만",12,2019,"화"
"190","기지시줄다리기 민속축제",2019-04-11,2019-04-14,"충청남도",36.89616138,126.694732,4,"50일미만",4,2019,"목"
"191","장고항 실치축제",2019-04-27,2019-04-28,"충청남도",37.0288688,126.5619088,2,"50일미만",4,2019,"토"
"192","한진포구 바지락 갯벌체험축제",2019-05-25,2019-05-27,"충청남도",36.97041875,126.7815875,3,"50일미만",5,2019,"토"
"193","면천 진달래축제",2019-04-06,2019-04-07,"충청남도",36.81761891,126.666993,2,"50일미만",4,2019,"토"
"194","심훈상록문화제",2019-09-20,2019-09-22,"충청남도",36.889754,126.6459689,3,"50일미만",9,2019,"금"
"195","금산인삼축제",2019-09-27,2019-10-06,"충청남도",36.1000256,127.5007304,10,"50일미만",9,2019,"금"
"196","비단고을산꽃축제",2019-04-13,2019-04-14,"충청남도",36.19093401,127.5710874,2,"50일미만",4,2019,"토"
"197","금강여울축제",2019-07-12,2019-07-13,"충청남도",36.0751568,127.5683215,2,"50일미만",7,2019,"금"
"198","금산천봄꽃축제",2019-04-06,2019-04-06,"충청남도",36.1020211,127.4843123,1,"1일",4,2019,"토"
"199","부여서동연꽃축제",2019-07-05,2019-07-28,"충청남도",36.27145891,126.9136908,24,"50일미만",7,2019,"금"
"200","백제문화제",2019-09-28,2019-10-06,"충청남도",36.28714312,126.9067822,9,"50일미만",9,2019,"토"
"201","춘장대해수욕장 여름문화예술축제",2019-07-20,2019-07-21,"충청남도",36.16334922,126.5243355,2,"50일미만",7,2019,"토"
"202","자연산 광어.도미 축제",2019-05-11,2019-05-26,"충청남도",36.1293642,126.5036472,16,"50일미만",5,2019,"토"
"203","동백꽃 주꾸미 축제",2019-03-16,2019-03-31,"충청남도",36.14324982,126.4963639,16,"50일미만",3,2019,"토"
"204","마량포 해넘이.해돋이 축제",2019-12-31,2020-01-01,"충청남도",36.1293642,126.5036472,2,"50일미만",12,2019,"화"
"205","홍원항 자연산 전어.꽃게 축제",2019-09-07,2019-09-22,"충청남도",36.15886,126.4992204,16,"50일미만",9,2019,"토"
"206","한산모시문화제",2019-06-07,2019-06-10,"충청남도",36.07994424,126.7987047,4,"50일미만",6,2019,"금"
"207","장승문화축제",2019-04-13,2019-04-14,"충청남도",36.40991529,126.8503994,2,"50일미만",4,2019,"토"
"209","홍성역사인물축제",2019-09-27,2019-09-28,"충청남도",36.6017196,126.6613896,2,"50일미만",9,2019,"금"
"210","홍성남당항대하축제",2019-02-01,2019-02-17,"충청남도",36.53503195,126.467178,17,"50일미만",2,2019,"금"
"212","윤봉길평화축제",2019-04-27,2019-04-29,"충청남도",36.6865377,126.6513825,3,"50일미만",4,2019,"토"
"213","의좋은형제축제",2019-10-18,2019-10-24,"충청남도",36.60702389,126.7888311,7,"50일미만",10,2019,"금"
"217","제46회 강진청자축제",2019-10-03,2019-10-09,"전라남도",34.50866041,126.8008375,7,"50일미만",10,2019,"목"
"218","제18회 전라병영성 축제",2019-04-19,2019-04-21,"전라남도",34.72004452,126.8171446,3,"50일미만",4,2019,"금"
"219","제16회 영랑문학제",2019-04-26,2019-04-27,"전라남도",34.6420738,126.765573,2,"50일미만",4,2019,"금"
"220","제3회 강진만 춤추는 갈대축제",2019-10-26,2019-11-03,"전라남도",34.6259705,126.7724317,9,"50일미만",10,2019,"토"
"221","제25회 남도음식문화큰잔치",2019-10-11,2019-10-13,"전라남도",34.6259705,126.7724317,3,"50일미만",10,2019,"금"
"225","봉황각 3.1독립운동 재현행사",2019-03-01,2019-03-01,"서울특별시",37.66053059,127.0064736,1,"1일",3,2019,"금"
"226","4.19혁명 국민문화제 2019",2019-04-13,2019-04-19,"서울특별시",37.63918553,127.0254518,7,"50일미만",4,2019,"토"
"227","종교연합바자회",2019-10-12,2019-10-12,"서울특별시",37.6350142,127.0129382,1,"1일",10,2019,"토"
"228","해맞이축제",2018-12-31,2019-01-01,"경상북도",36.35194321,129.3848496,2,"50일미만",12,2018,"월"
"229","영덕대게축제",2018-03-22,2018-03-25,"경상북도",36.36081011,129.3926424,4,"50일미만",3,2018,"목"
"230","영덕황금은어축제",2018-07-27,2018-07-29,"경상북도",36.422248,129.356322,3,"50일미만",7,2018,"금"
"231","영덕물가자미축제",2018-05-04,2018-05-06,"경상북도",36.509106,129.446771,3,"50일미만",5,2018,"금"
"232","제3회 우포시조문학제",2019-09-07,2019-09-08,"경상남도",35.56378606,128.4104033,2,"50일미만",9,2019,"토"
"233","제58회 3·1민속문화제",2019-02-28,2019-03-03,"경상남도",35.45092332,128.5289404,4,"50일미만",2,2019,"목"
"234","제33회 비사벌문화제",2019-10-11,2019-10-13,"경상남도",35.53835896,128.4987294,3,"50일미만",10,2019,"금"
"235","가야문화축제",2019-04-18,2019-04-21,"경상남도",35.23606039,128.8730826,4,"50일미만",4,2019,"목"
"236","김해분청도자기축제",2019-10-25,2019-11-03,"경상남도",35.25149561,128.745857,10,"50일미만",10,2019,"금"
"237","김해독서대전",2019-10-12,2019-10-13,"경상남도",35.2435463,128.872594,2,"50일미만",10,2019,"토"
"238","서대문독립민주축제",2019-08-14,2019-08-15,"서울특별시",37.574374,126.956064,2,"50일미만",8,2019,"수"
"239","크리스마스거리축제",2019-12-22,2019-12-25,"서울특별시",37.557225,126.936889,4,"50일미만",12,2019,"일"
"240","제8회 낙동강 구포나루 축제",2019-05-17,2019-05-19,"부산광역시",35.19688402,128.9900968,3,"50일미만",5,2019,"금"
"241","부산 2019 장애인미디어축제 ''배프 in BIFF''",2019-10-03,2019-10-12,"부산광역시",35.17259614,129.130314,10,"50일미만",10,2019,"목"
"242","부산 2019 합천청소년 미디어영상캠프",2019-07-25,2019-07-27,"부산광역시",35.17259614,129.130314,3,"50일미만",7,2019,"목"
"243","2019 산해진미프로젝트_사량도 청소년 여름방학캠프",2019-08-20,2019-08-21,"부산광역시",35.17259614,129.130314,2,"50일미만",8,2019,"화"
"244","2019 산해진미프로젝트_우도 청소년 여름방학캠프",2019-12-16,2019-12-17,"부산광역시",35.17259614,129.130314,2,"50일미만",12,2019,"월"
"245","2019 중학생 책가방 영상제(예정)",2019-12-01,2019-12-31,"부산광역시",35.17259614,129.130314,31,"50일미만",12,2019,"일"
"246","제24회 부산국제영화제 커뮤니티 비프",2019-10-04,2019-10-10,"부산광역시",35.17259614,129.130314,7,"50일미만",10,2019,"금"
"247","2019 마을미디어축제 (예정)",2019-12-01,2019-12-31,"부산광역시",35.17259614,129.130314,31,"50일미만",12,2019,"일"
"248","2019 드론 체험 한마당",2019-05-02,2019-05-03,"광주광역시",35.12381317,126.8623375,2,"50일미만",5,2019,"목"
"249","청년농부 미디어 크리에이터 경연대회",2019-06-27,2019-06-27,"광주광역시",35.12381317,126.8623375,1,"1일",6,2019,"목"
"250","2019 청소년미디어캠프",2019-07-25,2019-07-26,"광주광역시",35.12381317,126.8623375,2,"50일미만",7,2019,"목"
"251","섬마을미디어페스티벌 ''''미디어로 어깨동무 시즌7''''",2019-08-27,2019-08-28,"광주광역시",35.12381317,126.8623375,2,"50일미만",8,2019,"화"
"252","호남지역 미디어센터 네트워크 워크숍-전국 마을공동체 미디어 활성화를 위한 전국 현황과 전망 모색",2019-09-03,2019-09-03,"광주광역시",35.12381317,126.8623375,1,"1일",9,2019,"화"
